학년,학교,성별,자세 세부 유형,자세 불균형 상태,자세 불균형 개수 (개),목,어깨,허리,엉덩,무릎,발목,자세 등급
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,16,100,29,40,40,88,23,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,18,94,30,48,48,82,62,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,16,100,31,51,51,90,51,2
6학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,18,100,30,77,77,94,72,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,17,83,30,37,37,80,64,2
6학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,18,28,31,89,89,97,87,2
6학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,17,100,30,80,80,93,81,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,16,73,30,66,66,98,80,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,18,100,28,57,57,87,61,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,15,94,34,39,39,64,88,2
6학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,19,67,30,73,73,90,60,2
4학년,초등학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,18,100,52,87,87,91,97,1
4학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,17,100,35,87,87,96,53,2
4학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,18,100,72,47,47,73,98,2
4학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,20,90,39,75,75,81,66,2
4학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,17,96,38,47,47,94,62,2
4학년,초등학교,남자,거북목 자세 위험군,Lv 1 예방 유지 단계,12,100,40,94,94,96,82,1
4학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,17,81,49,48,48,60,91,2
4학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,21,95,24,45,45,79,71,2
4학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,17,88,71,53,53,94,80,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,16,97,76,42,42,69,92,2
5학년,초등학교,남자,거북목 자세 위험군,Lv 2 적극 재활 단계,15,100,42,91,91,85,59,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,14,90,29,54,54,97,60,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,13,100,44,44,44,87,85,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,19,100,32,37,37,87,73,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,16,90,64,63,63,89,89,2
6학년,초등학교,여자,척추측만 자세 위험군,Lv 2 적극 재활 단계,24,26,44,88,88,96,77,2
6학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,16,95,56,71,71,95,82,2
6학년,초등학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,15,77,50,92,92,100,80,1
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,18,94,29,63,63,92,80,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,20,100,28,60,60,93,76,2
1학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,13,93,34,71,71,90,95,2
1학년,중학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,14,85,36,89,89,100,83,1
1학년,중학교,남자,거북목 자세 위험군,Lv 1 예방 유지 단계,15,71,30,98,98,100,88,1
1학년,중학교,남자,거북목 자세 위험군,Lv 1 예방 유지 단계,14,87,37,89,89,100,90,1
1학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,14,100,38,67,67,100,76,2
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,17,76,38,88,88,99,84,2
1학년,중학교,여자,굽은등 자세,Lv 2 적극 재활 단계,19,90,34,59,59,82,94,2
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,14,78,29,69,69,94,88,2
1학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,14,57,30,86,86,84,95,2
1학년,중학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,15,86,70,90,90,97,76,1
1학년,중학교,여자,거북목 + 양쪽 말린 어깨,Lv 2 적극 재활 단계,17,54,36,95,95,90,80,2
1학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,18,100,30,78,78,91,71,2
1학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,14,100,35,79,79,80,78,2
1학년,중학교,여자,굽은등 자세,Lv 2 적극 재활 단계,16,100,26,40,40,62,89,2
1학년,중학교,남자,거북목 자세 위험군,Lv 2 적극 재활 단계,15,65,38,94,94,98,76,2
1학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,25,41,29,89,89,95,76,2
1학년,중학교,여자,거북목 자세 위험군,Lv 2 적극 재활 단계,14,92,33,95,95,85,66,2
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,14,100,47,82,82,83,72,2
1학년,중학교,남자,거북목 자세 위험군,Lv 2 적극 재활 단계,16,63,37,98,98,78,66,2
1학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,15,100,67,49,49,100,70,2
1학년,중학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,16,79,68,93,93,96,96,1
1학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,20,73,57,89,89,96,65,2
1학년,중학교,여자,거북목 + 양쪽 말린 어깨,Lv 2 적극 재활 단계,18,51,50,96,96,89,71,2
1학년,중학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,12,97,31,92,92,99,79,1
1학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,14,92,34,82,82,98,60,2
1학년,중학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,15,73,83,92,92,94,83,1
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,16,100,32,65,65,91,74,2
1학년,중학교,남자,거북목 자세 위험군,Lv 1 예방 유지 단계,9,100,54,86,86,100,86,1
1학년,중학교,여자,굽은등 자세,Lv 2 적극 재활 단계,14,94,30,42,42,68,85,2
1학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,16,100,30,70,70,91,74,2
1학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,19,20,30,86,86,88,88,2
1학년,중학교,여자,거북목 자세 위험군,Lv 2 적극 재활 단계,17,93,30,92,92,85,63,2
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,13,89,45,87,87,84,82,2
1학년,중학교,여자,굽은등 자세,Lv 2 적극 재활 단계,18,93,46,63,63,98,85,2
1학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,16,100,33,73,73,98,72,2
1학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,17,90,30,59,59,85,54,2
1학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,15,88,53,83,83,92,73,2
2학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,16,89,37,75,75,95,84,2
2학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,16,76,35,77,77,96,76,2
2학년,중학교,남자,거북목 + 양쪽 말린 어깨,Lv 2 적극 재활 단계,12,50,27,100,100,71,67,2
2학년,중학교,남자,거북목 자세 위험군,Lv 2 적극 재활 단계,16,64,30,87,87,61,62,2
2학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,13,97,44,79,79,87,68,2
2학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,20,44,34,91,91,90,81,2
2학년,중학교,여자,거북목 + 양쪽 말린 어깨,Lv 2 적극 재활 단계,16,57,35,91,91,83,71,2
2학년,중학교,남자,거북목 자세 위험군,Lv 1 예방 유지 단계,14,100,57,95,95,94,77,1
2학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,19,24,26,75,75,81,91,2
2학년,중학교,여자,굽은등 자세,Lv 2 적극 재활 단계,20,81,30,30,30,28,55,2
2학년,중학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,13,90,56,77,77,89,92,1
2학년,중학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,12,100,53,81,81,99,80,1
2학년,중학교,여자,거북목 자세 위험군,Lv 2 적극 재활 단계,15,92,18,100,100,63,47,2
2학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,18,100,31,82,82,95,73,2
2학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,17,62,30,77,77,98,91,2
2학년,중학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,16,100,53,87,87,91,70,1
2학년,중학교,남자,거북목 자세 위험군,Lv 1 예방 유지 단계,12,90,60,87,87,95,77,1
2학년,중학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,15,74,81,95,95,94,88,1
2학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,14,100,29,78,78,98,74,2
2학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,14,33,64,77,77,98,90,2
2학년,중학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,11,90,100,84,84,79,59,1
2학년,중학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,16,78,74,89,89,97,88,1
2학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,18,62,33,86,86,93,72,2
2학년,중학교,여자,굽은등 자세,Lv 2 적극 재활 단계,18,93,32,52,52,97,81,2
2학년,중학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,14,92,43,96,96,86,75,1
2학년,중학교,여자,굽은등 자세,Lv 2 적극 재활 단계,15,81,38,53,53,81,91,2
2학년,중학교,여자,거북목 자세 위험군,Lv 2 적극 재활 단계,17,73,31,97,97,93,87,2
2학년,중학교,남자,거북목 자세 위험군,Lv 2 적극 재활 단계,18,95,46,91,91,87,70,2
2학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,16,60,30,87,87,97,66,2
2학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,20,81,47,79,79,91,73,2
2학년,중학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,14,76,48,89,89,99,82,1
2학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,18,100,38,76,76,75,75,2
2학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,15,76,73,54,54,97,82,2
2학년,중학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,13,100,51,97,97,78,69,1
2학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,16,92,30,71,71,85,85,2
2학년,중학교,여자,거북목 자세 위험군,Lv 2 적극 재활 단계,12,62,34,99,99,91,86,2
2학년,중학교,여자,거북목 자세 위험군,Lv 2 적극 재활 단계,13,63,37,100,100,63,58,2
2학년,중학교,여자,굽은등 자세,Lv 2 적극 재활 단계,20,16,66,75,75,73,63,2
2학년,중학교,여자,거북목 + 양쪽 말린 어깨,Lv 2 적극 재활 단계,21,36,30,92,92,98,66,2
2학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,18,77,30,81,81,99,77,2
2학년,중학교,남자,거북목 자세 위험군,Lv 2 적극 재활 단계,16,100,29,91,91,84,61,2
2학년,중학교,남자,굽은등 자세,Lv 2 적극 재활 단계,14,100,29,73,73,93,75,2
2학년,중학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,13,100,41,97,97,95,78,1
2학년,중학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,16,100,68,76,76,91,93,1
2학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,24,80,19,88,88,93,73,2
2학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,21,90,23,78,78,85,62,2
3학년,중학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,16,71,57,100,100,100,92,1
3학년,중학교,남자,거북목 자세 위험군,Lv 2 적극 재활 단계,18,83,26,97,97,70,52,2
3학년,중학교,여자,굽은등 자세,Lv 2 적극 재활 단계,17,93,30,56,56,91,73,2
3학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,19,93,31,84,84,87,72,2
3학년,중학교,남자,거북목 자세 위험군,Lv 2 적극 재활 단계,17,71,34,92,92,88,79,2
3학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,15,99,30,69,69,83,67,2
3학년,중학교,여자,거북목 자세 위험군,Lv 2 적극 재활 단계,18,65,30,95,95,79,61,2
3학년,중학교,여자,굽은등 자세,Lv 2 적극 재활 단계,21,94,31,55,55,89,62,2
3학년,중학교,남자,거북목 자세 위험군,Lv 2 적극 재활 단계,16,73,27,99,99,80,76,2
3학년,중학교,남자,거북목 자세 위험군,Lv 2 적극 재활 단계,17,100,28,94,94,85,65,2
3학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,18,97,33,67,67,92,84,2
3학년,중학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,14,96,43,84,84,91,94,1
3학년,중학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,12,100,71,97,97,78,62,1
3학년,중학교,남자,거북목 자세 위험군,Lv 1 예방 유지 단계,18,75,59,95,95,94,74,1
3학년,중학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,13,95,79,88,88,82,78,1
3학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,13,83,29,86,86,92,88,2
3학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,15,97,71,47,47,89,52,2
3학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,15,100,49,87,87,88,59,2
3학년,중학교,남자,거북목 자세 위험군,Lv 2 적극 재활 단계,13,69,40,88,88,91,69,2
3학년,중학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,17,96,74,71,71,96,88,1
3학년,중학교,여자,굽은등 자세,Lv 2 적극 재활 단계,15,100,31,70,70,89,71,2
3학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,10,100,30,70,70,99,80,2
3학년,중학교,여자,거북목 자세 위험군,Lv 2 적극 재활 단계,17,87,30,99,99,67,64,2
3학년,중학교,여자,굽은등 자세,Lv 2 적극 재활 단계,16,68,40,49,49,93,69,2
3학년,중학교,남자,거북목 자세 위험군,Lv 2 적극 재활 단계,15,78,29,95,95,99,82,2
3학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,15,100,29,89,89,95,71,2
3학년,중학교,여자,거북목 자세 위험군,Lv 2 적극 재활 단계,18,52,60,89,89,92,56,2
3학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,13,100,30,80,80,89,82,2
3학년,중학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,14,100,30,98,98,100,95,1
3학년,중학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,10,100,74,89,89,100,85,1
3학년,중학교,여자,거북목 자세 위험군,Lv 2 적극 재활 단계,12,73,41,86,86,94,60,2
3학년,중학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,15,87,38,99,99,100,70,1
3학년,중학교,남자,거북목 자세 위험군,Lv 1 예방 유지 단계,15,100,43,94,94,99,87,1
3학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,13,100,40,79,79,99,70,2
3학년,중학교,남자,거북목 자세 위험군,Lv 1 예방 유지 단계,13,86,51,99,99,99,93,1
3학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,18,81,30,79,79,90,61,2
3학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,14,83,40,83,83,79,62,2
3학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,16,60,37,80,80,93,85,2
3학년,중학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,15,85,30,72,72,89,71,2
3학년,중학교,여자,굽은등 자세,Lv 2 적극 재활 단계,18,100,30,58,58,80,89,2
3학년,중학교,여자,거북목 + 양쪽 말린 어깨,Lv 2 적극 재활 단계,10,50,35,100,100,88,74,2
3학년,중학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,13,100,57,99,99,87,80,1
3학년,중학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,17,86,30,76,76,97,68,2
4학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,16,100,66,45,45,77,89,2
4학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,16,95,71,56,56,68,94,2
4학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,15,93,23,47,47,82,81,2
4학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,16,100,87,50,50,94,73,2
4학년,초등학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,10,94,89,84,84,100,94,1
4학년,초등학교,남자,O다리 / X다리 위험군,Lv 2 적극 재활 단계,13,100,82,66,66,72,93,2
4학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,13,88,88,41,41,48,84,2
4학년,초등학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,12,100,91,67,67,100,73,1
4학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,14,94,86,42,42,79,90,2
4학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,17,97,83,55,55,76,88,2
4학년,초등학교,여자,O다리 / X다리 위험군,Lv 1 예방 유지 단계,12,100,93,84,84,82,86,1
4학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,15,95,39,47,47,82,88,2
4학년,초등학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,12,100,89,75,75,90,97,1
4학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,12,100,30,39,39,50,95,2
4학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,13,100,99,49,49,90,91,2
4학년,초등학교,남자,거북목 자세 위험군,Lv 1 예방 유지 단계,14,100,67,91,91,87,64,1
4학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,18,83,27,40,40,80,73,2
4학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,19,98,60,55,55,75,85,2
4학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,16,88,70,59,59,73,88,2
4학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,16,100,58,56,56,88,95,2
4학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,13,89,54,76,76,86,93,2
4학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,18,93,30,62,62,75,98,2
4학년,초등학교,남자,O다리 / X다리 위험군,Lv 1 예방 유지 단계,12,100,97,77,77,90,95,1
4학년,초등학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,15,91,88,76,76,86,91,1
4학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,20,100,28,40,40,53,81,2
4학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,18,100,49,47,47,79,83,2
4학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,13,98,83,39,39,37,91,2
4학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,17,100,87,39,39,70,99,2
4학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,14,99,30,46,46,86,78,2
4학년,초등학교,남자,O다리 / X다리 위험군,Lv 1 예방 유지 단계,11,94,95,83,83,100,92,1
4학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,14,100,76,61,61,78,95,2
4학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,14,71,30,87,87,91,83,2
4학년,초등학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,11,100,92,65,65,100,91,1
4학년,초등학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,14,100,94,70,70,76,88,1
